facility_id,facility_name,address,city,state,zip_code,county_name,phone_number,condition,measure_id,measure_name,score,sample,footnote,start_date,end_date
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Emergency Department,EDV,Emergency department volume,high,,,01/01/2020,12/31/2020
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Preventive Care,IMM_3,Healthcare workers given influenza vaccination,71,2657,,10/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,106,212,,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,240,55,,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,5,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Emergency Department,OP_22,Left before being seen,2,49744,,01/01/2020,12/31/2020
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Emergency Department,OP_23,Head CT results,Not Available,Not Available,1,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,98,41,,01/01/2020,12/31/2020
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2020,12/31/2020
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,5,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Pregnancy and Delivery Care,PC_01,Elective Delivery,0,34,2,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,19,74,2,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,69,29,2,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,Not Available,"1, 2",07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,59,74,2,07/01/2020,03/31/2021
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,61,38,2,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Emergency Department,EDV,Emergency department volume,very high,,,01/01/2020,12/31/2020
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Preventive Care,IMM_3,Healthcare workers given influenza vaccination,77,10090,,10/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,232,282,,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,360,15,,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Emergency Department,OP_22,Left before being seen,1,77495,,01/01/2020,12/31/2020
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Emergency Department,OP_23,Head CT results,Not Available,Not Available,1,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,81,137,,01/01/2020,12/31/2020
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2020,12/31/2020
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,1,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Pregnancy and Delivery Care,PC_01,Elective Delivery,4,67,2,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,62,97,2,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,77,82,2,07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,Not Available,Not Available,"1, 2",07/01/2020,03/31/2021
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,91,98,2,07/01/2020,03/31/2021
